,ave_household_size,median_income,rental_vacancy_rate,p_units_1_detached,p_units_1,p_units_2,p_units_34,p_units_59,p_units_10,p_units_20,p_built_2014,p_built_2010,p_built_2000,p_built_1990,p_built_1980,p_built_1970,p_built_1960,p_built_1950,p_built_1940,p_built_1930,median_rooms,median_rent,median-value
15187,2.78,53393.0,0.0,93.7,0.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.4,2.7,23.1,12.2,12.7,3.6,37.6,6.8,763.0,73300.0
15188,2.0,51500.0,0.0,89.9,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.8,5.4,7.0,0.8,8.5,17.8,8.5,8.5,42.6,5.9,604.0,69200.0
15190,2.17,40714.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,30.0,2.0,14.0,2.0,44.0,5.2,581.0,31300.0
15191,2.1,47031.0,0.0,95.1,0.0,1.0,0.0,3.9,0.0,0.0,0.0,3.6,0.0,2.3,5.6,13.8,11.1,8.2,5.2,50.2,6.3,716.0,75300.0
15192,2.91,53500.0,6.4,75.7,1.2,2.7,3.2,3.7,0.0,7.9,1.2,4.0,12.6,17.8,10.1,20.0,4.2,3.2,3.2,23.5,6.6,685.0,130200.0
15193,2.52,52625.0,8.9,92.1,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,3.9,6.3,3.6,22.0,12.2,5.3,6.3,40.5,5.8,697.0,93400.0
15194,2.39,55000.0,0.0,83.8,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.9,3.4,6.0,4.3,21.4,9.4,1.7,0.9,52.1,6.2,718.0,80800.0
15196,2.22,42500.0,0.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,17.2,4.6,3.4,13.8,9.2,17.2,0.0,32.2,6.2,675.0,78600.0
15197,2.48,50625.0,0.0,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.4,3.8,26.8,14.8,14.4,3.3,31.1,5.9,1000.0,90500.0
15200,2.62,68092.0,0.0,93.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.2,12.3,10.5,33.8,10.2,7.3,3.9,17.3,5.7,863.0,119600.0
15201,2.28,39167.0,0.0,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,12.8,2.6,0.0,10.3,0.0,5.1,61.5,5.3,575.0,72500.0
15202,1.98,38125.0,0.0,89.4,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,2.9,0.0,2.9,20.0,15.1,9.0,5.3,44.9,6.8,448.0,61900.0
15203,2.27,27083.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,2.9,7.7,1.9,65.4,5.6,619.0,25700.0
15204,2.48,52500.0,11.9,88.2,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,16.9,2.9,9.6,22.1,13.2,5.9,3.7,25.7,7.3,746.0,78800.0
15205,2.06,50250.0,18.3,93.0,0.0,0.0,1.5,3.4,0.0,1.7,0.5,1.9,3.9,12.4,2.4,7.8,8.5,13.6,2.2,46.8,6.8,710.0,77700.0
15206,1.68,32188.0,0.0,78.9,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,2.6,1.3,2.6,0.0,21.1,9.2,0.0,63.2,5.7,433.0,23100.0
15207,2.53,53750.0,13.4,79.8,1.2,0.2,1.2,4.4,1.6,0.0,0.0,1.2,4.2,8.8,13.0,16.9,7.7,7.4,10.9,29.9,5.6,768.0,88900.0
15208,2.42,62019.0,0.0,85.8,6.9,0.0,0.0,2.6,4.0,0.0,0.0,0.0,3.6,12.0,17.2,11.7,6.9,7.3,1.1,40.1,6.4,761.0,124200.0
15210,2.25,60257.0,5.2,83.7,0.3,3.8,3.0,6.5,0.0,0.0,0.0,3.0,4.6,9.2,3.8,19.6,13.9,13.0,8.7,24.2,6.7,667.0,95300.0
15212,2.67,51719.0,9.9,82.7,1.0,4.6,6.1,0.0,0.0,0.5,0.0,1.3,4.1,3.6,4.1,20.8,9.6,14.7,5.3,36.5,6.2,537.0,74400.0
15216,2.24,44688.0,0.0,74.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,19.0,5.1,11.4,1.3,0.0,5.1,53.2,6.0,713.0,53600.0
15217,2.54,59219.0,10.0,85.7,2.2,0.0,4.3,4.3,0.0,0.0,0.0,0.0,2.6,4.3,4.3,27.4,5.7,6.1,2.6,47.0,6.1,643.0,83300.0
15218,2.41,45865.0,13.3,88.9,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.6,7.2,4.3,14.5,3.0,17.4,6.4,44.7,5.8,579.0,52900.0
15219,2.17,57500.0,0.0,95.7,0.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,2.3,2.6,3.3,18.4,17.0,3.9,3.9,47.5,6.5,652.0,73900.0
15220,2.07,39194.0,3.3,86.5,0.0,0.0,1.1,1.3,2.3,7.1,0.0,1.1,1.8,3.5,5.4,7.9,7.7,17.7,9.4,45.5,5.7,563.0,59900.0
15221,2.33,38333.0,15.2,88.4,0.0,0.0,2.2,4.9,1.3,0.0,0.0,0.0,2.2,2.7,7.1,31.3,12.1,1.8,6.3,36.6,6.8,568.0,78900.0
15222,2.35,55909.0,19.2,81.9,0.0,2.8,8.7,0.0,4.7,0.0,0.9,0.9,2.2,0.0,2.8,17.1,15.0,4.0,4.4,52.6,6.2,503.0,55900.0
15223,2.14,44482.0,0.0,92.2,0.0,1.3,1.0,3.3,0.4,1.8,0.0,0.0,0.0,3.6,2.9,19.5,16.9,7.7,5.9,43.5,5.7,471.0,69800.0
15224,2.54,49821.0,8.7,88.4,0.9,0.0,1.8,0.9,0.0,0.0,0.0,0.0,0.0,5.4,6.3,14.3,5.4,14.3,9.8,44.6,6.0,375.0,46200.0
15226,1.96,47917.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,15.7,14.3,4.3,14.3,45.7,7.2,850.0,82700.0
15227,2.69,55341.0,0.0,87.7,1.7,2.2,3.9,1.7,0.0,1.1,0.0,0.0,3.9,8.9,12.8,7.8,15.6,6.7,1.7,42.5,5.9,541.0,113700.0
15230,2.04,69375.0,0.0,74.5,0.0,0.0,3.5,6.1,0.5,9.2,0.5,2.8,13.7,30.5,5.2,14.2,13.2,3.3,1.4,15.1,5.9,857.0,146700.0
15232,2.27,47500.0,22.9,87.1,0.0,0.0,6.4,0.0,2.6,0.0,0.0,0.0,1.7,2.6,9.9,20.9,9.6,10.6,6.8,37.9,6.1,482.0,58300.0
15233,2.4,50007.0,4.8,69.3,7.9,3.3,2.3,5.4,2.5,5.8,0.7,1.6,8.5,5.8,8.1,16.6,13.9,17.6,4.8,22.3,5.7,731.0,120500.0
15234,2.8,59875.0,0.0,87.0,2.9,2.5,0.7,0.0,1.8,5.1,0.0,1.8,7.8,2.7,3.6,20.4,14.5,8.7,6.5,34.0,6.6,708.0,125000.0
15235,2.29,43472.0,4.5,88.5,1.0,2.0,3.3,2.1,0.5,1.9,0.5,1.5,1.1,1.3,5.2,14.9,16.9,11.7,9.3,37.6,5.2,495.0,81100.0
15236,2.8,59444.0,0.0,88.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,15.7,3.7,5.6,7.4,13.0,15.7,1.9,9.3,27.8,6.8,675.0,111500.0
15238,2.49,46458.0,0.0,89.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,7.1,5.4,21.4,4.5,3.6,4.5,52.7,6.6,725.0,99500.0
15240,2.2,51625.0,5.0,83.7,0.7,1.1,0.5,9.5,2.6,1.6,0.0,0.0,3.0,4.5,6.5,18.0,11.7,12.8,9.2,34.4,6.4,566.0,73100.0
15241,2.13,44861.0,0.0,88.6,0.8,1.7,2.7,0.8,0.8,3.5,0.6,0.0,5.8,2.5,4.4,8.9,10.0,14.7,7.1,46.1,5.6,492.0,78100.0
15242,2.48,56010.0,2.6,83.6,1.7,2.9,5.0,3.3,0.0,2.5,0.0,0.6,6.3,5.4,8.0,30.3,12.0,13.4,9.4,14.7,6.2,763.0,124100.0
15243,2.86,55179.0,3.3,78.2,0.9,1.4,7.2,1.5,3.6,0.4,0.0,1.5,4.8,7.4,9.5,25.2,12.0,4.9,8.9,25.7,5.9,789.0,122700.0
15245,2.38,56964.0,0.0,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,10.7,10.1,16.8,12.1,5.4,2.0,30.9,6.6,1025.0,91400.0
15246,2.34,55000.0,33.3,83.7,0.0,3.9,0.0,2.0,0.0,0.0,0.0,0.0,3.3,2.6,6.5,12.4,6.5,7.2,3.3,58.2,6.3,484.0,73000.0
15248,2.11,53438.0,0.0,89.5,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,21.1,0.0,7.0,3.5,45.6,7.6,570.0,113500.0
15249,2.14,34321.0,10.9,87.8,0.5,0.6,3.5,1.7,1.5,1.6,0.0,0.0,1.1,4.9,1.0,8.9,6.0,19.9,9.4,48.9,5.9,538.0,64500.0
15250,2.52,55461.0,0.0,81.0,2.5,1.5,3.0,3.8,0.7,5.0,0.5,0.5,10.5,6.6,4.2,17.3,16.8,11.9,5.5,26.2,6.1,684.0,99200.0
15252,2.63,51627.0,2.7,65.0,7.6,3.9,5.5,4.7,4.4,5.0,0.8,2.4,10.0,12.1,9.7,16.8,11.9,13.0,6.5,16.8,5.4,707.0,130200.0
15253,2.17,51563.0,7.8,79.7,2.8,5.0,2.7,0.5,1.2,7.2,0.0,0.0,2.7,5.8,6.7,23.6,14.4,16.4,12.6,17.9,5.9,684.0,90100.0
15254,1.84,42500.0,20.5,73.2,3.4,4.3,5.5,3.8,8.1,0.9,0.0,1.7,1.7,14.5,1.7,8.1,9.4,11.9,2.1,48.9,5.6,548.0,48300.0
15255,2.52,61875.0,0.0,92.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,15.5,8.2,15.9,9.2,1.4,0.5,36.7,6.1,1011.0,109700.0
15256,2.44,51250.0,0.0,87.3,0.0,0.0,5.2,2.2,1.5,0.0,0.0,0.0,0.0,3.0,0.0,16.4,10.4,1.5,3.0,65.7,6.2,513.0,48400.0
15257,2.73,76548.0,8.0,76.7,0.0,0.8,0.4,5.2,7.2,9.6,0.0,3.1,43.0,16.3,6.3,16.4,9.4,0.8,0.4,4.3,6.4,902.0,174400.0
15259,2.26,38977.0,0.0,94.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,6.8,6.8,0.8,6.0,14.3,64.7,6.5,538.0,21000.0
15260,2.31,43056.0,0.0,62.7,1.6,0.0,11.1,1.6,0.0,0.0,0.0,0.0,7.1,2.4,11.1,9.5,1.6,5.6,17.5,45.2,6.1,723.0,63100.0
15261,2.64,76786.0,12.0,92.5,0.0,1.9,3.7,0.0,0.0,0.0,0.0,2.8,14.0,8.4,19.6,27.1,7.5,7.5,2.8,10.3,7.5,908.0,138200.0
15262,2.15,25833.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,12.0,17.0,0.0,5.0,5.0,41.0,5.9,670.0,46900.0
15263,2.88,74643.0,0.0,89.8,0.0,4.5,5.7,0.0,0.0,0.0,0.0,0.0,78.4,3.4,0.0,2.3,0.0,3.4,0.0,12.5,5.5,840.0,162500.0
15266,2.52,59107.0,0.0,95.1,1.6,1.1,2.2,0.0,0.0,0.0,0.0,2.2,3.8,6.0,8.7,24.6,16.9,5.5,3.3,29.0,6.3,575.0,96600.0
15270,2.08,35208.0,15.2,81.2,2.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,3.5,9.4,5.4,7.9,6.4,5.4,58.4,6.0,447.0,57400.0
15271,2.28,43698.0,0.0,89.3,0.4,0.4,1.2,4.4,3.8,0.5,0.0,0.6,8.4,7.5,7.6,15.0,16.3,9.5,5.9,29.2,6.4,648.0,108600.0
15272,2.54,47083.0,0.0,67.4,8.7,5.3,14.0,0.4,0.6,0.0,0.0,0.0,3.4,5.3,2.8,15.1,12.6,8.5,16.8,35.5,5.9,624.0,71900.0
15273,2.29,47700.0,4.3,71.3,3.7,3.7,8.3,3.3,2.0,3.5,1.0,1.3,6.5,9.5,4.3,16.4,11.1,13.3,11.3,25.4,5.7,657.0,108900.0
15275,1.79,37130.0,15.2,90.8,2.1,1.5,1.2,2.4,0.6,0.0,0.0,1.2,2.7,4.5,5.6,2.7,11.9,3.3,11.3,57.0,5.3,563.0,45000.0
15278,1.79,46452.0,9.2,84.2,3.5,2.9,0.0,6.2,0.5,2.7,0.0,0.2,2.3,4.9,10.7,11.8,12.4,15.4,11.1,31.2,5.5,556.0,68700.0
15279,2.52,63393.0,24.6,71.5,0.0,3.1,2.9,2.6,4.4,0.0,0.0,0.0,1.3,8.1,11.8,20.6,3.3,13.6,5.7,35.5,5.8,544.0,83700.0
15280,2.16,63051.0,16.1,80.7,2.9,0.0,5.9,2.5,5.7,2.3,0.0,0.0,6.6,8.6,6.8,20.1,16.2,14.1,5.3,22.3,6.5,720.0,111600.0
15282,2.13,56667.0,0.0,84.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,7.5,7.5,3.8,7.5,18.9,0.0,35.8,6.4,750.0,79200.0
15283,2.29,47917.0,21.4,83.1,4.4,2.2,2.2,0.0,0.0,0.0,0.0,0.0,4.4,4.4,5.9,13.2,9.6,5.1,5.1,52.2,6.3,625.0,78000.0
15284,2.58,60469.0,0.0,89.5,2.8,3.5,0.0,0.0,0.0,0.0,0.0,0.7,2.8,13.2,4.5,30.7,6.3,7.0,9.1,25.8,6.1,740.0,117200.0
15285,3.04,89609.0,0.0,88.4,3.2,0.0,0.0,0.6,2.8,5.0,6.9,8.5,33.3,7.0,5.3,23.7,5.7,2.2,0.7,6.6,6.4,870.0,180000.0
15286,2.12,51974.0,0.0,95.5,1.6,0.0,0.0,0.0,0.8,1.2,0.0,0.0,5.3,4.9,4.1,16.7,5.3,8.2,5.3,50.2,6.5,550.0,82100.0
15287,2.29,40417.0,0.0,97.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,3.5,2.8,6.9,16.7,68.1,5.9,581.0,43200.0
15288,2.18,48900.0,7.5,75.6,1.9,3.9,3.7,2.8,2.2,4.2,0.3,0.8,3.8,4.4,6.1,18.5,15.3,13.2,8.6,29.1,6.1,539.0,111100.0
15290,2.57,39167.0,0.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.8,8.0,9.7,13.3,16.8,6.2,38.1,5.3,588.0,70500.0
15291,2.25,47857.0,0.0,76.1,1.1,9.1,0.8,2.7,0.0,0.0,0.0,0.0,1.1,20.8,8.0,14.4,19.3,9.1,6.1,21.2,5.4,800.0,95000.0
15292,1.95,51500.0,0.0,83.5,0.0,3.4,4.9,4.1,1.2,1.2,0.0,0.0,7.8,3.6,1.9,13.8,13.8,8.7,9.2,41.0,6.0,627.0,101500.0
15293,2.17,40000.0,20.0,77.6,3.4,1.7,0.0,6.9,0.0,0.0,0.0,0.0,5.2,0.0,8.6,17.2,15.5,5.2,6.9,41.4,5.1,500.0,40000.0
15295,2.15,45313.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,15.0,9.0,2.0,7.0,46.0,5.7,919.0,46000.0
15296,2.37,61250.0,7.9,88.1,0.0,0.0,3.6,4.0,0.0,0.0,0.0,1.4,3.2,1.4,7.2,11.9,17.3,12.6,6.1,38.6,7.0,523.0,76700.0
15297,2.36,48333.0,19.0,85.2,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,13.6,6.8,42.0,1.1,0.0,1.1,33.0,6.1,588.0,85000.0
15298,2.65,23125.0,0.0,94.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,0.0,0.0,0.0,88.9,7.2,375.0,14200.0
15299,2.07,40781.0,4.6,85.6,0.7,0.5,5.5,2.7,0.0,1.5,0.0,0.0,0.7,5.5,5.3,9.1,9.5,8.0,6.8,55.1,5.9,400.0,47400.0
15300,2.44,52083.0,0.0,96.1,0.5,0.0,1.9,0.0,0.0,0.0,0.5,3.6,10.6,8.9,7.7,9.2,6.0,11.3,4.8,37.3,7.1,684.0,157200.0
15302,1.99,55000.0,0.0,82.0,0.0,0.0,0.7,0.0,0.0,0.0,2.9,0.7,5.0,7.2,8.6,2.2,12.2,1.4,8.6,51.1,5.6,500.0,47900.0
15303,2.16,55947.0,10.9,78.3,1.7,0.5,1.9,0.0,2.6,1.2,0.0,1.9,6.1,10.2,8.8,18.6,12.1,4.7,10.2,27.4,6.4,618.0,123300.0
15305,2.37,57917.0,11.9,80.7,0.0,6.6,2.6,0.0,0.0,1.8,0.0,0.0,9.1,8.0,5.5,20.8,8.8,4.4,6.9,36.5,5.9,550.0,72900.0
15306,2.85,53438.0,7.5,75.0,4.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,9.2,11.8,13.8,12.5,13.2,5.9,9.2,24.3,5.7,917.0,83900.0
15308,2.0,43750.0,0.0,89.2,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.5,6.2,18.5,60.0,6.2,719.0,31400.0
15309,2.27,58750.0,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,19.0,6.3,1.6,3.2,4.8,6.3,55.6,6.4,763.0,91000.0
15310,1.99,57917.0,0.0,81.6,5.7,0.0,0.0,4.6,0.0,0.0,0.0,2.3,20.7,12.6,1.1,27.6,13.8,0.0,0.0,21.8,6.7,683.0,142200.0
15312,2.13,50938.0,21.7,97.2,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.6,6.1,11.0,9.9,12.7,8.8,10.5,8.8,31.5,6.5,483.0,79700.0
15315,2.35,59583.0,0.0,78.3,1.3,3.5,7.0,3.2,0.0,0.0,0.0,5.1,1.6,8.8,17.6,32.6,5.3,3.2,4.3,21.4,6.1,637.0,101500.0
15316,2.38,51494.0,2.8,58.7,6.6,4.2,6.7,7.6,4.9,5.2,1.3,3.6,12.1,15.5,13.4,23.7,9.8,6.0,3.4,11.4,5.7,746.0,165800.0
15317,2.77,56250.0,14.0,91.5,0.0,0.7,3.2,0.0,0.0,0.0,0.0,0.7,5.3,16.3,13.1,12.6,10.9,6.3,7.3,27.4,6.3,642.0,98200.0
15318,2.33,65833.0,0.0,96.6,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,5.4,16.3,0.0,21.1,7.5,7.5,2.0,40.1,6.4,730.0,117000.0
15321,2.38,42093.0,14.6,77.4,1.4,4.3,3.7,1.9,0.7,4.2,0.0,0.7,0.7,9.6,1.7,9.2,22.4,30.8,5.1,19.9,6.0,686.0,81400.0
15326,2.25,46771.0,5.1,88.2,0.0,3.9,2.0,4.3,1.1,0.0,0.0,0.0,4.1,3.9,12.6,14.0,14.8,10.5,8.5,31.6,6.1,662.0,86000.0
15327,2.44,63034.0,3.2,59.8,2.3,0.9,0.7,8.4,17.2,10.4,0.7,3.9,25.6,16.7,11.9,22.8,13.4,3.1,0.8,1.1,5.5,939.0,141100.0
15328,2.02,42250.0,0.0,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,7.0,20.2,15.5,6.1,5.2,28.6,6.1,538.0,56900.0
15330,1.9,47109.0,6.7,85.2,2.5,0.7,0.0,5.4,0.0,0.0,0.7,0.0,0.7,8.7,4.7,19.9,5.8,5.8,6.5,47.3,6.2,538.0,58200.0
15332,2.2,38125.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.7,18.4,12.2,0.0,32.7,5.3,765.0,103600.0
15333,1.9,32500.0,5.3,87.1,0.0,2.3,4.1,0.0,0.0,1.8,0.0,1.8,4.6,1.4,0.0,7.8,11.5,7.4,9.7,55.8,5.3,439.0,56200.0
15335,2.94,49881.0,5.2,66.1,4.1,1.8,4.1,1.8,4.2,6.8,0.0,0.0,10.7,7.1,10.8,26.0,12.0,10.1,4.0,19.4,5.1,750.0,89300.0
15337,2.39,53089.0,4.0,57.8,7.7,3.4,3.4,5.8,8.4,11.5,1.4,2.9,14.9,15.2,11.2,15.2,10.8,11.3,3.4,13.8,5.5,788.0,156400.0
15338,2.16,69821.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.1,3.0,9.1,28.8,8.3,0.8,5.3,34.1,7.6,750.0,116300.0
15340,3.2,37813.0,0.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.5,5.1,25.4,0.0,55.9,6.4,628.0,34400.0
15342,2.32,55714.0,19.0,87.7,0.0,0.0,2.6,0.0,0.6,0.0,0.0,1.3,3.9,1.3,8.4,24.7,3.2,7.1,4.5,45.5,6.3,622.0,47900.0
15343,2.18,42500.0,12.1,87.0,0.6,0.0,0.6,0.0,0.0,2.8,0.0,0.0,4.0,11.9,9.0,6.8,6.2,15.3,16.4,30.5,6.1,465.0,63600.0
15344,1.85,32813.0,47.4,91.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,4.5,4.5,4.5,18.7,14.2,3.2,3.9,46.5,5.7,638.0,51300.0
15345,2.51,54500.0,0.0,91.6,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,12.7,4.2,31.3,5.4,7.8,1.2,32.5,6.7,625.0,100600.0
15349,2.5,68482.0,8.1,79.1,2.9,0.8,0.4,0.0,5.8,6.9,0.6,1.7,17.1,6.9,9.8,14.4,7.3,6.5,6.9,28.8,5.4,720.0,131600.0
15350,1.93,41406.0,15.2,91.1,0.0,2.8,3.9,0.9,0.0,0.0,0.7,2.0,0.7,2.7,1.2,10.6,11.2,7.6,7.3,56.0,6.2,511.0,65200.0
15352,2.66,49643.0,4.8,91.8,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.8,2.5,12.6,8.2,14.5,24.5,33.3,5.5,785.0,55000.0
15353,1.76,30250.0,10.0,74.4,0.0,0.0,2.0,0.5,1.5,0.0,0.0,0.0,5.4,8.9,3.0,5.9,15.3,7.4,5.9,48.3,5.8,425.0,28600.0
15354,1.89,38750.0,14.9,87.8,0.8,1.2,4.7,2.2,2.6,0.6,0.4,0.4,1.0,2.0,5.5,15.9,8.3,18.5,8.5,39.4,5.7,521.0,73400.0
15355,2.24,40372.0,10.8,72.4,4.0,2.3,2.6,1.8,6.3,6.8,0.0,0.0,1.4,6.0,9.0,16.3,17.0,15.4,7.0,27.9,5.9,596.0,88000.0
15356,2.51,55833.0,10.5,92.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,10.7,5.3,3.7,23.0,6.4,3.2,4.8,42.8,6.7,730.0,115900.0
15359,4.08,21319.0,4.9,67.8,3.0,8.3,6.8,3.0,8.7,0.4,0.0,1.5,11.4,26.9,30.7,18.2,6.8,0.0,2.3,2.3,5.1,542.0,42500.0
15360,2.99,46432.0,7.3,88.2,0.5,2.6,1.6,2.6,0.0,0.4,1.1,1.2,2.3,5.6,1.4,21.6,11.0,8.4,6.8,40.6,5.7,693.0,85100.0
15361,2.13,37222.0,20.0,93.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.7,3.7,4.4,14.8,0.0,20.0,5.9,43.0,5.5,700.0,55000.0
15363,2.6,65179.0,9.1,79.5,0.0,0.0,0.0,2.8,17.6,0.0,3.4,6.8,15.9,10.8,4.0,35.8,6.8,1.7,1.1,13.6,6.2,767.0,140500.0
15365,2.5,57500.0,0.0,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,15.9,3.2,3.2,1.6,11.1,9.5,52.4,6.2,700.0,109400.0
15366,2.6,45500.0,0.0,91.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,3.3,7.8,14.4,7.8,3.3,7.8,54.4,5.8,767.0,56400.0
15370,2.31,35893.0,0.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.6,1.7,3.5,3.5,4.3,83.5,5.8,592.0,44300.0
15372,2.31,60714.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,11.4,6.5,8.1,2.4,6.5,4.1,52.8,5.9,538.0,66500.0
15373,2.4,53750.0,0.0,87.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,7.1,12.9,14.1,12.9,7.6,8.2,34.1,5.8,703.0,71400.0
15374,2.74,60893.0,0.0,81.6,0.8,2.0,3.1,0.0,0.0,0.0,0.0,0.0,9.0,7.4,5.9,22.3,15.6,7.8,7.0,25.0,6.2,645.0,124100.0
15375,2.17,47500.0,0.0,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,10.9,16.0,3.2,5.1,4.5,57.7,5.6,675.0,55400.0
15376,2.78,51042.0,0.0,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,17.5,17.5,8.8,5.3,45.6,5.6,850.0,66300.0
15377,2.59,47917.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,13.3,4.4,26.7,11.1,0.0,4.4,28.9,6.1,825.0,76700.0
15378,2.25,45893.0,0.0,80.2,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.5,1.5,9.1,5.6,25.9,3.0,7.1,5.6,40.6,5.8,692.0,69200.0
15380,2.35,45694.0,2.6,68.1,2.9,7.8,8.7,1.7,1.5,7.2,0.2,1.0,8.4,14.0,10.8,18.2,13.4,11.9,1.8,20.5,5.4,643.0,149300.0
15382,1.85,32250.0,0.0,77.3,0.0,0.0,4.5,8.6,0.0,0.0,0.0,0.0,3.0,2.5,6.1,16.2,11.6,7.1,8.1,45.5,5.0,652.0,51200.0
15383,2.78,34167.0,0.0,75.8,0.0,0.0,4.2,0.0,4.2,0.8,0.0,0.0,16.0,1.7,11.8,9.6,11.8,3.9,5.3,39.9,4.9,549.0,59800.0
15384,2.3,42250.0,1.6,88.6,0.5,3.1,0.5,0.5,1.7,5.1,0.0,0.0,0.5,11.4,2.2,22.7,10.4,15.4,3.3,34.1,6.5,714.0,125600.0
15385,2.41,44426.0,4.8,88.8,0.3,0.5,1.4,3.5,3.6,0.5,0.0,0.5,1.3,5.4,4.9,10.6,15.7,14.7,4.3,42.6,5.5,742.0,94800.0
15387,2.36,55000.0,0.0,97.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.9,3.3,20.4,17.1,17.8,5.3,29.6,6.1,635.0,75700.0
15389,2.16,44327.0,0.0,75.4,0.8,5.3,3.2,6.9,0.0,3.4,0.0,0.0,6.5,3.8,7.6,21.3,6.5,13.5,7.4,33.5,5.0,649.0,80700.0
15390,2.63,31406.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,13.3,0.0,6.7,18.3,60.0,6.2,713.0,103600.0
15391,1.81,40536.0,13.4,81.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,5.2,5.2,3.9,17.4,7.1,22.6,2.9,35.8,5.9,635.0,70000.0
15392,1.86,43750.0,0.0,96.9,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.9,4.7,8.5,10.1,14.0,8.5,48.1,5.7,736.0,113100.0
