,ave_household_size,median_income,rental_vacancy_rate,p_units_1_detached,p_units_1,p_units_2,p_units_34,p_units_59,p_units_10,p_units_20,p_built_2014,p_built_2010,p_built_2000,p_built_1990,p_built_1980,p_built_1970,p_built_1960,p_built_1950,p_built_1940,p_built_1930,median_rooms,median_rent,median-value
8479,2.28,38438.0,9.1,82.5,1.5,0.6,6.0,5.3,0.0,0.0,1.0,0.0,4.9,8.7,7.0,10.5,11.3,15.5,9.2,31.9,5.7,591.0,61900.0
8481,2.39,43438.0,7.2,79.5,0.5,3.3,1.6,8.3,1.6,3.7,0.0,0.0,4.7,1.9,8.0,9.9,13.9,18.4,10.9,32.3,5.7,704.0,81400.0
8483,2.55,56500.0,0.0,92.2,0.0,2.2,5.6,0.0,0.0,0.0,0.0,0.0,2.2,1.1,6.7,12.2,12.2,18.9,6.7,40.0,6.1,650.0,96400.0
8485,2.62,47375.0,21.7,86.3,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.7,4.3,1.4,15.8,8.6,14.4,12.2,42.4,6.2,373.0,68300.0
8487,2.19,50208.0,0.0,80.0,4.0,0.4,5.9,3.9,0.4,4.1,0.0,2.8,2.3,3.1,7.9,18.3,15.8,16.2,4.0,29.6,6.3,563.0,103600.0
8488,2.64,60625.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.3,8.2,2.0,16.3,55.1,6.1,683.0,63000.0
8489,1.7,44167.0,40.0,39.3,0.2,0.6,0.0,0.6,2.4,0.0,0.6,1.6,15.5,17.4,8.9,21.5,17.1,7.6,2.9,6.8,4.2,575.0,116100.0
8490,2.12,32188.0,0.0,76.6,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,2.1,6.4,5.3,16.0,20.2,12.8,4.3,33.0,5.6,500.0,53100.0
8491,2.62,63173.0,0.0,79.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,11.1,2.8,11.4,33.8,15.7,2.5,2.2,20.6,5.6,863.0,102200.0
8492,2.08,41333.0,15.2,81.0,2.0,0.8,5.2,4.3,6.7,0.0,0.0,0.0,7.3,4.8,4.1,20.2,12.4,16.1,8.5,26.5,5.3,590.0,74000.0
8493,2.34,53750.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,16.9,6.8,3.4,0.0,71.2,6.7,710.0,76300.0
8494,2.45,47375.0,0.0,75.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,6.8,8.5,8.5,20.5,2.6,11.1,2.6,39.3,5.3,646.0,60500.0
8495,3.07,33750.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,4.2,25.4,2.8,0.0,4.2,49.3,5.8,1000.0,55000.0
8498,2.56,49212.0,6.2,84.1,2.1,2.2,4.7,4.1,0.5,0.5,1.3,0.9,5.8,3.8,3.8,23.9,10.9,11.4,5.3,32.8,6.1,586.0,76200.0
8499,2.69,48611.0,8.5,82.0,0.0,2.6,9.2,0.0,0.0,0.0,0.0,0.0,2.2,7.5,11.0,4.4,0.9,7.9,12.3,53.9,6.3,458.0,67300.0
8500,1.77,36250.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,3.8,15.4,65.4,6.0,375.0,32500.0
8502,2.47,39792.0,23.6,73.6,0.0,7.6,3.9,0.0,0.5,0.0,1.9,0.5,4.2,9.7,10.9,17.4,5.1,11.8,4.6,34.0,5.4,521.0,65800.0
8503,2.28,31500.0,7.2,82.3,0.0,2.2,9.2,0.0,0.0,0.6,0.0,0.6,4.4,2.8,6.3,16.8,9.2,5.1,4.7,50.0,5.3,568.0,65800.0
8504,2.68,53500.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,9.2,9.2,5.7,12.6,62.1,5.6,767.0,61900.0
8506,2.43,43280.0,17.4,43.3,3.8,3.7,7.7,4.1,15.6,6.7,0.4,3.8,11.8,29.0,8.5,21.6,14.0,9.4,0.5,1.0,5.0,821.0,140900.0
8508,1.96,50000.0,4.8,63.6,5.2,3.7,0.0,11.2,11.5,4.9,4.9,3.7,10.9,11.2,15.2,10.0,18.1,5.7,1.7,18.6,4.9,933.0,147600.0
8509,2.45,25000.0,0.0,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.6,4.2,6.3,1.0,4.2,5.2,63.5,5.8,597.0,33600.0
8510,2.45,70074.0,0.0,85.0,2.7,5.7,3.9,1.8,0.0,0.0,0.0,1.5,12.3,21.6,7.8,22.8,10.2,6.9,1.2,15.6,6.8,746.0,165300.0
8513,2.13,53750.0,34.0,82.8,0.4,0.9,1.8,6.4,4.6,3.0,0.0,0.4,9.3,3.0,4.1,11.4,10.9,16.5,6.7,37.7,5.7,485.0,85600.0
8514,2.08,55938.0,0.0,81.2,1.2,3.6,0.0,9.1,4.8,0.0,0.0,1.2,12.7,6.7,12.7,20.6,18.8,16.4,1.2,9.7,6.4,397.0,134800.0
8516,2.09,45568.0,19.0,80.3,0.7,3.6,6.6,4.3,0.0,0.0,0.0,0.0,4.6,8.9,4.9,13.2,10.9,10.9,5.9,40.8,5.5,448.0,80900.0
8517,2.58,58250.0,0.0,89.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19.3,5.5,12.8,1.8,4.6,11.0,43.1,6.1,663.0,82000.0
8518,2.37,62875.0,0.0,89.9,3.9,0.0,2.9,0.0,1.6,0.0,0.0,0.6,9.1,5.8,8.8,19.8,15.9,16.2,4.9,18.8,7.0,470.0,105100.0
8519,2.44,68750.0,15.0,76.9,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,6.2,12.3,6.2,20.0,7.7,36.9,1.5,9.2,5.6,389.0,127300.0
8520,2.17,52083.0,22.1,85.6,0.5,0.0,12.7,0.0,0.5,0.8,0.0,0.0,2.8,0.8,2.5,25.8,11.9,12.9,7.1,36.2,5.6,525.0,77600.0
8521,2.7,88750.0,9.9,90.8,2.3,2.2,1.9,1.1,1.3,0.4,0.0,1.9,13.3,11.5,3.4,29.1,12.2,16.3,4.0,8.3,7.0,671.0,185100.0
8522,2.57,56587.0,8.6,84.0,1.6,0.6,0.0,3.5,2.5,0.2,0.6,1.2,14.3,7.0,6.5,18.4,14.4,14.2,4.6,18.7,6.5,648.0,140000.0
8523,2.24,48140.0,3.1,73.8,0.0,2.6,7.8,4.3,5.9,1.8,0.0,0.3,3.6,7.3,6.3,15.1,16.9,14.7,8.3,27.4,6.1,599.0,116000.0
8524,2.16,42361.0,29.4,77.6,2.7,7.6,8.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,32.3,12.5,6.8,4.6,37.6,5.1,344.0,57000.0
8526,2.62,65357.0,0.0,77.1,0.0,0.0,1.3,3.1,2.6,10.2,3.1,2.5,15.7,9.6,8.7,33.4,6.2,4.9,0.9,15.0,6.0,728.0,169900.0
8527,2.08,43451.0,8.8,74.3,0.0,7.0,8.5,3.8,0.0,3.4,0.0,1.2,3.6,7.5,12.9,21.5,7.0,12.9,7.0,26.5,5.9,379.0,99400.0
8529,2.3,49104.0,17.4,79.8,2.0,1.6,8.2,3.0,0.8,4.0,0.9,0.2,10.7,7.8,5.0,20.1,9.5,9.6,3.7,32.5,5.8,711.0,120100.0
8530,2.29,55634.0,2.6,64.2,9.1,1.4,2.6,2.2,7.2,11.2,0.6,6.8,16.8,11.7,5.6,17.5,12.3,11.1,3.9,13.8,5.5,751.0,155600.0
8531,2.34,51050.0,0.0,83.4,3.5,4.7,2.0,5.0,0.0,0.0,0.0,0.0,7.7,13.6,5.7,24.3,10.6,7.4,5.2,25.5,6.3,634.0,106400.0
8532,2.32,56250.0,0.0,82.4,0.0,0.0,8.2,4.4,3.8,0.0,0.0,0.0,3.8,3.8,13.2,15.1,10.1,13.8,10.7,29.6,6.2,406.0,73600.0
8533,2.24,45991.0,2.7,42.5,9.8,4.0,4.3,10.0,16.5,10.8,2.5,3.5,13.5,15.4,13.0,16.6,12.6,6.4,2.6,13.9,5.0,924.0,202200.0
8534,2.2,50000.0,8.1,72.3,1.9,6.9,5.1,6.3,1.3,4.9,0.0,0.5,1.1,7.3,8.4,9.8,11.1,18.9,7.7,35.3,5.7,604.0,88300.0
8535,2.31,54375.0,6.0,92.5,4.3,2.0,1.2,0.0,0.0,0.0,0.0,0.0,9.0,2.3,2.6,21.7,5.8,15.6,4.3,38.7,6.8,747.0,98900.0
8537,2.05,46818.0,14.8,95.1,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.4,2.5,5.4,9.9,12.3,11.3,12.3,42.9,6.1,525.0,58800.0
8540,2.2,41250.0,0.0,83.5,0.0,5.5,0.0,9.2,0.0,0.0,0.0,0.0,0.0,8.3,8.3,12.8,7.3,11.9,3.7,47.7,6.1,529.0,67200.0
8541,2.29,62708.0,0.0,86.8,4.8,0.8,4.5,0.0,0.0,0.0,0.8,4.8,13.8,14.3,6.3,9.5,5.5,14.3,8.5,22.5,6.2,680.0,156500.0
8542,2.16,55170.0,5.5,81.9,1.4,3.2,5.0,5.3,0.3,1.6,0.0,0.0,6.8,5.6,5.3,16.5,15.0,16.3,6.9,27.5,5.5,546.0,92900.0
8543,2.56,63819.0,7.1,83.5,0.9,1.5,3.8,4.2,0.7,0.0,0.4,3.6,11.4,9.7,9.2,16.5,13.6,14.5,6.0,15.2,5.9,524.0,152400.0
8544,2.65,63594.0,35.0,87.1,2.3,7.7,2.6,0.0,0.0,0.2,0.0,0.4,3.7,13.7,1.2,17.4,6.9,13.4,3.2,40.1,6.2,631.0,110400.0
8545,2.47,94539.0,4.0,59.2,15.9,0.5,3.3,6.1,5.9,9.1,6.0,12.0,35.1,23.1,10.0,6.0,2.8,1.5,2.7,0.9,6.2,1123.0,248100.0
8546,1.98,40833.0,2.9,85.8,0.9,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.8,23.6,11.3,9.4,12.3,36.8,5.4,516.0,71500.0
8548,2.39,52750.0,10.5,66.8,9.4,1.8,6.1,3.1,2.2,0.7,0.7,2.4,16.2,17.2,9.9,11.7,10.2,7.3,3.9,20.5,5.7,650.0,154100.0
8549,2.29,40417.0,0.0,97.4,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.3,2.6,0.0,5.3,0.0,11.8,3.9,75.0,5.6,738.0,38600.0
8550,2.07,41979.0,12.1,87.0,0.0,0.0,7.7,4.9,0.0,0.0,0.0,0.5,0.5,5.4,9.2,11.0,7.7,17.4,16.1,32.2,6.0,496.0,49200.0
8551,2.23,39306.0,0.0,73.2,0.0,0.0,15.3,0.0,1.3,0.0,0.0,0.0,5.7,8.3,3.2,26.1,3.2,10.8,0.6,42.0,5.4,494.0,48200.0
8552,2.42,76563.0,0.0,88.8,3.0,6.7,0.7,0.0,0.0,0.0,0.0,0.0,3.7,8.2,2.2,26.9,8.2,8.2,6.0,36.6,6.2,950.0,135200.0
8553,2.46,48438.0,7.4,77.1,0.0,1.3,1.3,3.7,10.3,4.0,0.0,0.0,5.3,5.0,4.0,17.9,4.3,13.3,16.3,33.9,5.7,715.0,83700.0
8554,2.14,31667.0,12.8,83.8,2.9,3.5,0.0,6.4,0.0,0.0,0.0,0.0,1.7,2.3,1.7,12.7,6.4,8.7,4.6,61.8,5.9,539.0,63500.0
8556,2.43,38750.0,8.7,73.6,2.7,2.4,5.5,2.6,1.9,7.9,0.0,1.5,3.7,3.5,5.6,11.6,10.1,13.4,5.5,45.1,5.5,612.0,67400.0
8558,1.99,41042.0,22.0,76.2,0.0,3.2,11.7,0.8,3.8,1.8,0.0,2.2,10.7,9.3,7.5,14.5,10.9,6.9,5.2,32.7,5.3,485.0,96300.0
8559,2.28,35769.0,0.0,86.6,0.0,3.2,3.0,3.5,0.0,0.0,0.0,0.0,1.6,4.9,8.3,13.7,5.6,9.7,4.9,51.4,5.9,713.0,88300.0
8560,2.35,43646.0,0.0,90.7,0.0,3.4,0.0,0.0,0.0,0.0,4.2,0.0,1.7,1.7,3.4,14.4,2.5,8.5,10.2,53.4,6.3,856.0,66400.0
8561,2.34,64375.0,3.3,86.9,0.7,0.7,4.2,0.0,6.7,0.0,0.0,0.7,8.8,8.5,9.2,13.8,9.5,6.0,2.8,40.6,6.2,836.0,99100.0
8562,2.02,39688.0,9.1,86.9,3.4,0.0,5.7,4.0,0.0,0.0,0.0,0.0,2.8,4.0,2.3,13.6,1.7,18.2,10.8,46.6,6.4,434.0,65700.0
8563,2.64,72778.0,14.2,92.5,2.9,3.1,0.0,0.0,0.0,1.5,0.0,0.7,8.7,12.4,7.5,15.4,9.2,9.0,0.7,36.6,6.4,620.0,110100.0
8567,2.01,35125.0,0.0,94.8,0.0,0.0,0.6,3.9,0.0,0.0,0.0,0.0,1.3,0.0,2.6,21.4,10.4,11.0,8.4,44.8,5.7,600.0,50400.0
8568,2.6,48750.0,0.0,92.8,0.0,0.0,5.1,0.0,0.4,0.0,0.0,0.0,0.0,1.7,3.8,19.8,19.4,21.1,4.2,30.0,5.5,527.0,56600.0
8570,2.23,43986.0,6.3,70.1,1.7,4.3,5.3,4.5,4.2,3.8,1.8,0.1,5.9,8.4,10.4,18.3,11.9,13.4,6.2,23.4,5.0,598.0,93600.0
8571,2.32,46250.0,0.0,81.3,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,4.9,15.4,6.6,14.3,8.8,4.4,5.5,40.1,5.4,550.0,83200.0
8572,2.24,49583.0,20.0,84.4,4.5,0.0,1.9,2.6,0.0,0.0,0.0,0.0,1.3,5.2,3.9,5.8,4.5,7.1,8.4,63.6,5.8,421.0,58100.0
8573,2.24,43413.0,4.2,87.3,1.8,2.1,1.5,6.1,0.0,0.0,0.0,0.8,6.3,6.8,5.4,10.4,10.4,10.5,7.4,42.0,6.1,567.0,77100.0
8574,2.07,45060.0,10.8,77.0,1.7,6.1,7.7,2.8,1.3,3.4,0.0,0.5,1.8,8.4,4.9,24.7,12.0,12.8,2.9,32.0,6.0,568.0,106000.0
8576,2.25,62024.0,0.0,89.2,1.7,0.0,1.0,0.5,2.9,0.9,1.2,2.0,10.6,12.5,7.5,11.3,13.8,7.2,8.4,25.6,6.2,688.0,119200.0
8577,2.57,70263.0,7.5,90.3,4.1,1.9,1.1,0.0,2.5,0.0,0.0,2.8,11.3,18.2,6.4,27.3,9.1,10.2,4.4,10.2,6.4,843.0,148100.0
8578,1.91,54375.0,16.5,88.7,0.0,1.7,3.4,0.6,0.0,0.3,1.2,1.7,5.0,8.5,8.4,17.3,13.7,7.7,7.9,28.6,5.3,528.0,119400.0
8579,2.09,35556.0,19.0,83.5,0.0,0.0,7.5,7.5,0.0,0.0,1.5,0.0,0.8,0.8,1.5,15.8,14.3,18.0,8.3,39.1,6.0,435.0,34300.0
8580,2.51,64167.0,0.0,98.9,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,6.6,24.2,44.0,5.5,16.5,7.1,850.0,142900.0
8581,2.21,33910.0,9.6,65.6,0.9,5.5,9.5,3.0,4.2,6.9,0.4,0.0,6.8,11.8,11.1,23.9,9.8,6.5,4.6,25.2,5.4,532.0,86200.0
8582,2.49,46167.0,12.0,93.2,0.4,0.4,0.8,0.0,0.0,0.0,0.0,1.7,5.9,10.5,1.3,5.5,3.0,13.9,6.8,51.5,6.6,618.0,67300.0
8583,2.23,62188.0,0.0,86.2,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,8.3,10.1,0.9,23.9,5.5,9.2,9.2,33.0,6.4,706.0,97300.0
8585,1.92,41071.0,16.3,66.8,6.1,5.0,1.9,1.6,5.0,2.3,0.5,0.5,17.7,9.7,8.3,8.3,4.9,4.5,4.0,41.5,5.5,667.0,118500.0
8586,2.56,52083.0,16.4,81.7,2.1,1.5,3.9,1.2,7.8,0.5,0.0,0.3,1.9,8.6,14.7,10.9,15.8,12.5,7.0,28.3,6.0,730.0,122900.0
8587,2.52,48482.0,12.5,94.6,0.0,0.0,4.7,0.0,0.0,0.0,6.2,1.3,7.8,14.8,5.4,20.5,13.2,7.5,0.8,22.5,6.7,713.0,131900.0
8588,2.07,44375.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.1,19.3,3.4,2.3,9.1,63.6,6.4,470.0,40000.0
8589,2.55,37500.0,13.2,94.3,0.0,0.5,1.0,2.4,0.0,0.0,0.0,0.0,5.2,2.4,5.7,18.1,13.8,13.3,6.7,34.8,5.6,596.0,75700.0
8590,2.56,44896.0,0.0,78.3,0.0,10.1,9.3,0.0,0.8,0.0,0.0,0.0,0.0,6.2,1.6,27.1,10.1,14.0,2.3,38.8,5.8,546.0,66500.0
8591,2.01,40446.0,7.4,85.3,2.3,0.6,5.1,3.4,1.8,0.4,0.0,0.0,2.7,7.9,6.2,8.6,13.8,17.4,18.0,25.4,5.8,589.0,62900.0
8592,2.02,50268.0,17.1,87.4,1.1,2.2,2.7,6.6,0.0,0.0,1.6,0.0,0.5,9.8,7.7,36.6,2.7,4.4,4.4,32.2,6.1,375.0,75400.0
8593,2.63,70625.0,9.8,85.2,0.5,4.7,0.0,1.8,0.8,7.0,2.9,2.1,21.6,19.8,4.9,8.6,12.2,14.1,0.0,13.8,6.9,632.0,166700.0
8595,2.64,88045.0,11.5,83.9,6.6,0.0,1.9,3.0,0.0,4.6,1.9,6.8,25.1,4.7,2.8,10.5,19.9,10.7,0.8,16.9,6.2,820.0,205800.0
8597,2.45,52578.0,0.0,69.1,4.8,4.3,9.9,1.0,0.0,0.0,0.0,0.0,11.6,13.0,7.7,31.9,14.0,3.9,2.4,15.5,5.7,682.0,117400.0
8598,1.98,36964.0,0.0,84.0,0.0,0.8,3.8,4.2,0.0,0.0,0.0,0.8,10.5,7.1,5.0,13.4,10.5,8.0,7.1,37.4,5.7,435.0,65900.0
8600,2.39,48750.0,0.0,90.4,0.0,0.0,6.1,0.0,0.0,3.5,0.0,0.0,8.8,4.4,4.4,19.3,7.9,5.3,5.3,44.7,6.0,538.0,89500.0
8601,2.31,58063.0,2.5,77.1,2.4,3.2,2.7,3.0,2.1,3.4,0.8,0.5,10.9,10.7,13.5,12.2,12.8,9.4,5.6,23.6,6.3,553.0,148900.0
8602,2.18,38986.0,5.9,78.8,0.4,0.0,4.7,3.1,0.0,8.4,0.0,1.6,5.5,9.8,5.1,28.7,11.5,11.0,8.0,18.8,5.3,568.0,82900.0
8603,2.32,41193.0,0.0,78.0,0.9,2.9,4.8,7.0,2.5,3.2,1.0,0.6,3.6,3.6,5.3,18.1,14.3,6.9,6.5,40.1,5.5,505.0,74000.0
8605,2.57,71250.0,27.8,89.4,0.0,0.0,0.0,3.3,7.3,0.0,0.0,0.0,13.0,17.1,3.3,13.0,14.6,7.3,0.8,30.9,6.3,305.0,117000.0
8606,2.92,53333.0,0.0,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.7,12.7,0.0,12.7,3.3,2.0,6.0,59.3,6.1,779.0,81500.0
8607,2.29,46429.0,20.5,83.1,0.0,0.9,6.6,0.0,0.0,0.0,1.4,3.8,3.3,7.0,8.0,10.3,9.4,8.0,2.8,46.0,6.3,663.0,68300.0
8608,2.28,51250.0,0.0,78.0,0.0,1.8,0.0,5.4,0.0,0.0,0.0,0.0,10.1,17.9,10.7,5.4,2.4,2.4,3.6,47.6,5.5,725.0,83300.0
8610,2.16,49688.0,20.0,87.3,2.2,1.9,3.0,0.0,5.6,0.0,0.7,0.0,3.7,10.9,9.0,7.9,2.6,10.1,4.1,50.9,6.0,414.0,75700.0
8611,1.71,32917.0,44.4,82.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7,4.1,14.9,4.1,16.2,52.7,5.0,700.0,53300.0
8612,2.33,54375.0,0.0,91.9,0.0,0.0,1.2,3.5,0.0,0.0,0.0,0.0,2.3,10.5,3.5,4.7,3.5,10.5,0.0,65.1,6.4,800.0,78800.0
8613,2.08,38333.0,0.0,78.9,0.0,2.3,4.7,0.0,0.0,0.0,0.0,0.0,5.5,9.4,5.5,18.0,11.7,6.3,8.6,35.2,5.4,472.0,44200.0
8615,2.55,58578.0,10.5,78.3,3.0,3.7,6.3,5.8,0.6,0.0,0.6,1.2,13.0,15.4,3.9,5.7,12.6,5.7,4.2,37.8,6.1,674.0,145500.0
8616,2.66,52917.0,0.0,71.8,3.1,1.5,4.6,0.8,0.0,0.0,0.0,0.0,13.0,19.1,0.8,12.2,1.5,3.8,3.8,45.8,6.0,592.0,61400.0
8618,2.26,50875.0,0.0,94.7,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.6,4.0,4.8,10.6,7.9,15.0,14.1,41.0,6.5,507.0,53200.0
8619,1.86,24063.0,0.0,80.6,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.0,1.0,6.8,1.9,25.2,5.8,1.9,11.7,44.7,5.3,681.0,27500.0
8620,2.34,49375.0,15.0,90.4,0.8,0.0,4.6,1.7,1.3,0.0,0.0,0.8,3.8,6.7,5.0,13.4,7.9,9.2,7.5,45.6,6.1,531.0,57300.0
8621,2.52,41875.0,0.0,79.2,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,10.8,17.5,6.7,8.3,8.3,2.5,0.0,45.8,5.8,613.0,67100.0
8622,2.31,59470.0,15.8,88.3,1.2,3.2,4.1,1.3,0.5,1.3,0.0,1.1,1.7,8.0,8.2,8.0,4.3,6.0,7.7,55.1,5.7,704.0,96100.0
8623,2.28,47813.0,25.0,91.0,0.0,0.5,1.1,0.5,0.0,0.5,0.0,0.0,4.3,3.2,4.8,8.0,4.3,9.6,13.8,52.1,6.2,558.0,42800.0
8624,3.0,60625.0,0.0,94.5,1.4,0.0,4.1,0.0,0.0,0.0,0.0,1.4,0.0,4.1,4.1,16.4,12.3,13.7,5.5,42.5,6.1,606.0,36700.0
8625,2.31,64583.0,15.3,79.7,0.5,6.0,4.7,0.6,5.0,0.0,0.0,2.0,10.4,10.7,6.1,15.3,11.3,6.6,0.9,36.6,6.0,639.0,142400.0
8626,3.14,111750.0,0.0,97.4,1.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,28.5,10.3,5.3,29.1,7.6,2.4,0.0,16.8,7.3,1028.0,245800.0
8627,2.28,34135.0,30.6,76.4,0.0,0.0,1.0,4.5,3.0,0.0,0.0,0.0,2.5,6.0,5.5,14.6,5.5,7.5,2.0,56.3,5.4,702.0,41300.0
8628,2.37,45729.0,15.1,84.4,0.4,3.0,6.9,5.2,0.0,0.0,0.0,0.9,3.9,3.0,3.0,17.7,5.6,5.2,7.8,52.8,6.0,517.0,69700.0
8630,2.53,41000.0,0.0,82.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.8,4.8,4.4,30.0,16.0,5.2,0.8,30.8,6.0,546.0,70200.0
8631,2.29,56042.0,0.0,81.6,3.4,7.3,3.6,1.9,0.7,0.5,0.5,0.2,7.0,7.3,10.9,5.3,5.8,13.8,7.5,41.6,6.1,674.0,89600.0
8632,2.55,48125.0,35.0,95.7,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,8.7,8.7,8.7,20.9,15.7,33.0,6.2,733.0,93500.0
8633,2.36,46563.0,19.2,89.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,2.7,7.5,0.7,9.6,4.1,14.4,12.3,7.5,41.1,6.1,725.0,87800.0
8634,2.66,61563.0,0.0,89.8,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.3,5.7,6.8,0.0,18.2,5.7,2.3,13.6,45.5,6.1,688.0,59400.0
8636,2.33,38750.0,0.0,89.6,0.0,0.0,7.4,0.0,0.0,0.0,0.0,1.2,0.0,3.1,4.9,24.5,6.7,9.2,6.7,43.6,6.7,532.0,36700.0
8639,2.38,60500.0,0.0,87.5,0.0,4.3,3.8,0.0,0.0,0.0,0.0,1.9,13.0,7.7,3.4,13.9,12.0,7.7,2.4,38.0,6.1,656.0,93900.0
8640,2.07,43125.0,8.6,93.2,0.0,0.0,4.7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,11.5,10.8,10.8,8.1,54.1,6.0,463.0,35000.0
8641,2.49,50000.0,20.5,83.7,0.0,3.9,6.5,3.9,0.0,0.0,0.0,0.0,9.8,7.8,3.9,12.4,7.8,11.8,7.2,39.2,5.9,683.0,99400.0
8642,2.88,75179.0,0.0,95.2,1.6,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.0,22.2,23.0,14.3,5.6,27.8,6.3,1018.0,137500.0
8643,3.16,71250.0,0.0,90.6,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,12.5,0.0,6.3,6.3,12.5,3.1,56.3,7.0,725.0,146700.0
8644,2.26,61979.0,14.8,88.1,0.0,0.8,0.8,8.7,0.0,0.0,0.0,0.0,4.8,12.7,11.9,8.7,7.9,1.6,11.1,41.3,5.4,713.0,76700.0
8645,1.97,38382.0,15.0,76.0,5.0,3.4,4.2,2.0,6.0,1.6,0.0,0.8,11.5,7.7,2.8,11.7,6.0,4.8,4.6,50.2,5.2,420.0,119300.0
8646,1.79,36250.0,0.0,91.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,9.9,7.0,0.0,4.2,0.0,2.8,5.6,70.4,5.8,513.0,50000.0
8647,1.82,25000.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,9.6,4.1,2.7,0.0,4.1,13.7,57.5,6.8,671.0,82700.0
8648,2.43,64135.0,0.0,81.6,3.0,1.0,2.0,0.5,0.4,6.7,0.0,2.3,11.6,11.0,3.1,5.6,11.5,16.7,2.7,35.4,5.9,744.0,129100.0
8650,1.88,56250.0,5.0,34.0,4.0,6.5,32.5,6.5,2.0,5.0,0.0,9.0,44.5,36.0,8.0,1.0,0.0,0.0,0.5,1.0,4.8,923.0,271900.0
8651,2.07,45000.0,11.1,78.1,0.0,6.9,1.3,4.4,1.3,0.0,0.0,0.0,1.9,11.9,9.4,16.9,5.6,10.0,1.9,42.5,5.7,625.0,80900.0
8652,1.86,36875.0,0.0,86.1,0.0,3.6,6.6,3.0,0.0,0.0,0.0,0.6,4.2,7.8,1.8,15.7,7.8,12.7,5.4,44.0,5.9,570.0,46800.0
8654,2.36,65395.0,25.0,91.2,0.6,0.0,2.2,0.0,0.0,0.4,0.0,0.0,4.5,8.6,3.4,17.7,7.1,9.3,5.6,43.8,6.0,907.0,117300.0
8655,2.31,52089.0,9.1,76.5,1.8,2.8,6.4,2.0,3.0,5.2,0.0,0.0,6.2,11.7,7.6,14.7,14.1,6.1,6.0,33.6,5.7,535.0,107900.0
8656,2.26,37105.0,0.0,87.6,1.2,3.9,3.7,2.0,0.0,0.0,0.0,2.9,6.3,1.7,3.7,14.9,7.1,10.0,1.7,51.7,6.1,478.0,71900.0
8657,2.32,54167.0,0.0,82.0,1.6,3.7,0.5,10.3,0.5,0.0,0.0,0.0,2.6,5.8,4.0,18.5,9.6,14.1,9.6,35.8,6.1,421.0,77200.0
8658,2.29,46484.0,5.1,82.6,0.0,1.1,6.7,1.6,2.5,5.5,1.2,0.3,6.7,2.4,4.4,15.3,12.7,13.2,6.2,37.7,6.0,547.0,90900.0
8659,2.1,37457.0,10.2,79.3,0.0,1.6,10.1,2.6,0.5,4.7,0.0,0.0,3.3,5.3,14.1,22.3,11.7,20.7,5.7,16.9,5.5,552.0,85400.0
